fixed.acidity,volatile.acidity,citric.acid,residual.sugar,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,label,chlorides_std,density_std,high_quality
7.15,0.17,0.24,9.6,56,178,3.15,0.44,10.2,novice,3.0819325489739287,0.5749822941518788,1
6.7,0.28,0.31,7.4,7,81,3.04,0.47,11.4,novice,-0.23109804196863223,-0.5023483724356552,1
5.7,0.21,0.32,1.6,33,122,3.33,0.52,11.9,novice,-0.6983203047938653,-1.2006182489275679,1
6.1,0.17,0.28,2.5,22,98,3.16,0.37,11.1,novice,-0.7832698071257258,-1.1075155987286265,1
7,0.36,0.3,5,40,143,3.33,0.42,12.2,novice,-0.27357279313456256,-0.7716810390825295,1
6,0.28,0.52,6.2,37,104,3.28,0.51,11.8,novice,-0.7832698071257258,-0.8115821748820705,1
7.8,0.3,0.37,1.3,16,96,3.32,0.62,10,novice,0.19364946969067026,0.0163663929583413,0
6.5,0.3,0.27,4,37,97,3.2,0.6,12.6,novice,-0.35852229546642317,-1.260469952626861,1
6.5,0.25,0.27,15.2,75,217,3.19,0.39,9.9,novice,0.10869996735880993,1.0471457344464048,0
6.5,0.22,0.34,12,55,177,3.52,0.44,9.9,novice,0.27859897202253087,1.4129061459421668,1
6.4,0.32,0.27,4.9,18,122,3.36,0.71,12.5,novice,-0.5284213001301441,-0.814907269532017,1
7.1,0.23,0.39,13.7,26,172,2.9,0.46,9,novice,0.49097272785218243,1.1635240471950814,1
7.1,0.34,0.2,6.1,47,164,3.17,0.42,10,novice,0.7033464836818336,0.1826211254564351,0
7.3,0.19,0.24,6.3,34,231,3.36,0.54,10,novice,0.32107372318846117,0.7811381624494768,1
6.4,0.31,0.4,6.2,46,169,3.15,0.46,9.3,novice,-0.27357279313456256,0.4153777509537147,1
6.3,0.33,0.2,17.9,36,161,3.14,0.51,8.8,novice,0.8307707371796246,1.6789137179390947,0
5.8,0.26,0.24,9.2,55,152,3.31,0.38,9.4,novice,-0.1036737884708416,0.6813853229506427,0
6.6,0.24,0.24,8.6,25,135,3.33,0.59,10.3,novice,-0.5284213001301441,0.5882826727517382,1
6.4,0.14,0.31,1.2,53,138,3.38,0.35,11.5,novice,-0.5284213001301441,-1.0676144629290856,1
7.2,0.23,0.46,6.4,17,85,3.1,0.78,11.7,novice,-0.4434717977982838,-0.4192210061866268,1
6.7,0.24,0.37,11.3,64,173,3.08,0.53,9.9,novice,-0.1461485396367719,0.7545374052497951,1
7.4,0.31,0.48,14.2,62,204,3.06,0.59,9.4,novice,-0.18862329080270193,1.4129061459421668,0
6.9,0.18,0.38,8.1,44,176,3.3,0.54,9.8,novice,0.10869996735880993,0.5816324834518085,1
7.2,0.25,0.39,18.95,42,155,2.97,0.47,9,novice,-0.35852229546642317,1.9449212899360226,1
6.4,0.4,0.19,3.2,28,124,3.22,0.54,12.7,novice,-0.5708960512960745,-1.2139186275274272,1
5.8,0.335,0.14,5.8,49,197,3.3,0.71,10.3,novice,-0.018724286138980986,-0.1166373930401042,0
6.4,0.17,0.3,2.8,33,125,3.03,0.49,10.4,novice,-0.5284213001301441,-0.8415080267317355,1
6.5,0.41,0.64,11.8,65,225,3.12,0.51,8.9,novice,0.7882959860136943,1.2466514134441098,0
6.4,0.45,0.07,1.1,10,131,2.97,0.28,10.8,novice,-0.6983203047938653,-1.180667681027779,0
7.1,0.28,0.35,3.5,35,91,2.96,0.33,12.1,novice,-0.7832698071257258,-1.2737703312267203,0
6,0.25,0.4,5.7,56,152,3.16,0.88,10.5,novice,0.23612422085660056,-0.023534742841199736,1
6.1,0.29,0.27,1.7,13,76,3.21,0.51,12.6,novice,-0.9531688117894469,-1.5796790390231894,1
6.6,0.26,0.46,6.9,59,183,3.2,0.45,9.3,novice,0.02375046502694932,0.6281838085512792,0
7.1,0.36,0.37,4.8,39,114,3.08,0.49,12.7,novice,-1.1655425676190982,-1.2272190061272497,1
5.5,0.21,0.25,1.2,18,75,3.31,0.56,11.3,novice,-0.27357279313456256,-1.3269718456260837,1
6.7,0.46,0.18,2.4,25,98,3.08,0.44,12.6,novice,-0.5284213001301441,-1.4799261995243183,1
8.3,0.28,0.45,7.8,32,139,3.33,0.77,11.2,novice,0.5334474790181124,1.0471457344464048,1
6.3,0.4,0.24,5.1,43,131,3.24,0.44,11.3,novice,-0.4434717977982838,-0.7284548086330421,1
8.2,0.27,0.39,7.8,49,208,3.31,0.51,9.5,novice,-0.31604754430049287,1.180149520444887,1
5.1,0.35,0.26,6.8,36,120,3.38,0.4,11.5,novice,-0.5284213001301441,-0.7218046193331125,1
8.7,0.34,0.46,13.8,68,198,3.36,0.37,9.5,novice,0.36354847435439147,1.5791608784402607,1
8.5,0.56,0.74,17.85,51,243,2.99,0.7,9.2,novice,0.19364946969067026,2.144426968933691,0
5.6,0.225,0.24,9.8,59,140,3.17,0.39,10.2,novice,0.32107372318846117,0.4652541707031318,1
7.6,0.27,0.24,3.8,19,115,3.15,0.45,8.9,novice,0.49097272785218243,0.5816324834518085,0
7.8,0.34,0.35,1.8,8,167,3.11,0.41,12.1,novice,-0.18862329080270193,-1.080914841528945,1
7.2,0.55,0.09,1.5,16,151,3.07,0.57,9.2,novice,2.614710286148696,-0.08338644654049283,0
6.6,0.24,0.35,7.7,36,135,3.19,0.37,10.5,novice,-0.6558455536279351,-0.08338644654049283,0
6.6,0.24,0.28,1.8,39,132,3.34,0.46,11.4,novice,-0.7832698071257258,-0.7417551872328645,0
6.5,0.34,0.28,1.8,43,188,3.13,0.37,9.6,novice,-0.23109804196863223,-0.4158959115366435,1
7.4,0.2,0.37,16.95,43,190,3.03,0.42,9.2,novice,0.06622521619287963,1.811917503937577,1
5.9,0.26,0.29,5.4,34,116,3.24,0.41,11.4,novice,-0.018724286138980986,-0.6021012119344894,1
6.7,0.35,0.48,8.8,35,167,3.04,0.47,9.4,novice,0.4060232255203218,0.7412370266499727,0
7.6,0.19,0.32,18.75,32,193,3.1,0.5,9.3,novice,0.02375046502694932,2.0247235615351045,1
7.1,0.21,0.32,2.2,28,141,3.2,0.57,10,novice,-0.40099704663235347,-0.34939401853742075,1
6,0.24,0.27,1.9,40,170,3.64,0.54,10,novice,0.06622521619287963,-0.08338644654049283,1
6.6,0.27,0.33,1.4,24,183,3.29,0.46,10.7,novice,-0.18862329080270193,-0.6320270637841544,0
7,0.21,0.28,7.5,45,185,3.34,0.55,9.4,novice,1.000669741843346,0.8476400554487364,0
5.9,0.22,0.3,1.3,42,86,3.31,0.47,11.55,novice,0.23612422085660056,-1.1174908826785395,1
6.3,0.28,0.3,3.1,24,115,3.05,0.43,8.6,novice,-0.31604754430049287,0.04961733945795267,0
8.3,0.21,0.4,1.6,35,110,3.02,0.6,12.9,novice,-0.6133708024620047,-1.1141657880285563,1
8.3,0.27,0.34,10.2,50,118,3.18,0.51,10.3,novice,0.06622521619287963,1.0338453558465823,0
7.2,0.37,0.15,2,27,87,3.3,0.59,12.6,novice,-0.7407950559597954,-1.2471695740270388,1
8.4,0.17,0.31,5.4,47,150,3.24,0.38,9.8,novice,0.23612422085660056,0.4153777509537147,0
7,0.35,0.17,1.1,7,119,3.13,0.36,9.7,novice,0.10869996735880993,-0.35936930248729676,1
6.2,0.3,0.31,1.2,19,125,3.32,0.54,12.6,novice,0.06622521619287963,-1.3502475081758192,1
6.3,0.19,0.32,2.8,18,80,2.92,0.47,11.05,novice,-0.018724286138980986,-1.2039433435775144,1
7.3,0.19,0.27,13.9,45,155,2.94,0.41,8.8,novice,0.44849797668625213,1.336428968993068,1
6.1,0.22,0.5,6.6,30,122,3.22,0.49,9.9,novice,-0.061199037304911295,0.03299186620814699,1
7.6,0.54,0.23,2,13,151,3.04,0.33,10.4,novice,-0.7407950559597954,-0.3161430720378094,0
7.2,0.21,0.37,1.6,23,94,3.16,0.48,10.9,novice,0.10869996735880993,-0.5488996975351259,1
6.6,0.4,0.3,5.3,20,125,3.36,0.73,12.6,novice,-0.35852229546642317,-0.6686031049337121,1
6.8,0.11,0.42,1.1,51,132,3.18,0.74,11.3,novice,-0.18862329080270193,-1.1507418291781508,1
9.2,0.32,0.42,1.3,14,186,3.08,0.48,9.6,novice,-0.018724286138980986,0.28237396495526923,0
8.1,0.28,0.34,1.3,11,126,3.14,0.5,9.8,novice,-0.4859465489642138,-0.5755004547348076,1
6.5,0.16,0.33,4.8,45,114,3.18,0.44,11.2,novice,-0.1461485396367719,-0.6819034835335714,1
6.7,0.12,0.36,2.3,43,125,3.07,0.67,10.1,novice,-0.31604754430049287,-0.5854757386846837,1
6.8,0.33,0.3,2.1,35,147,3.24,0.56,13.4,novice,0.02375046502694932,-1.812435664520469,1
7.3,0.28,0.42,14.4,49,173,3.28,0.82,9,novice,-0.27357279313456256,1.7786665574379288,1
7.2,0.23,0.32,8.5,47,186,3.19,0.4,9.9,novice,0.49097272785218243,0.5151305904525858,1
6.8,0.22,0.31,6.9,33,121,3.02,0.39,11.9,novice,-0.40099704663235347,-0.7617057551326535,1
6.1,0.22,0.46,1.8,34,74,3.19,0.33,13.4,novice,4.82339734677707,-1.8789375575197287,1
7.1,0.26,0.32,14.45,29,107,2.96,0.42,9.2,novice,1.1705687465070664,1.3131533064433327,1
6.5,0.22,0.27,1.6,36,116,3.38,0.57,11,novice,-0.31604754430049287,-0.7550555658327238,1
7,0.3,0.28,2.2,21,177,3.2,0.57,11.4,novice,-0.18862329080270193,-0.7949567016322648,0
9.2,0.28,0.46,3.2,39,133,3.14,0.58,9.5,novice,0.49097272785218243,0.6481343764510312,0
7.3,0.18,0.29,1.2,12,143,3.2,0.48,11.3,novice,-0.1036737884708416,-0.7484053765327942,1
6.6,0.17,0.26,7.4,45,128,3.16,0.37,10,novice,0.23612422085660056,-0.056785689340811116,1
6.4,0.29,0.57,1,15,120,3.06,0.41,9.5,novice,0.5759222301840428,-0.5488996975351259,0
6.1,0.15,0.29,6.2,39,151,3.6,0.44,10.6,novice,-0.018724286138980986,0.21919716660599284,1
7.9,0.21,0.39,2,21,138,3.05,0.52,10.9,novice,0.44849797668625213,-0.7617057551326535,0
7.4,0.34,0.28,12.1,31,149,3.22,0.49,10.3,novice,0.10869996735880993,0.9041666644980831,0
7.6,0.19,0.38,10.6,48,174,3.13,0.38,10.5,novice,0.5759222301840428,0.714636269450254,1
7,0.29,0.26,1.6,12,87,3.08,0.46,10.5,novice,-0.1036737884708416,-0.5821506440347373,1
6.6,0.26,0.52,8.2,52,191,3.16,0.47,9.5,novice,0.02375046502694932,0.4519537921033094,1
7.7,0.32,0.61,11.8,66,188,3,0.54,9.3,novice,-0.23109804196863223,1.2932027385435805,0
5.9,0.17,0.28,0.7,5,28,3.13,0.32,10.6,novice,-0.825744558291656,-1.3967988332752899,0
7.1,0.26,0.3,2,13,128,3.19,0.49,11.4,novice,-0.6558455536279351,-0.7816563230324055,0
6.8,0.32,0.34,6,5,129,3.19,0.4,9.1,novice,0.15117471852474024,0.4153777509537147,0
7.1,0.17,0.4,14.55,47,156,3.34,0.78,9.1,novice,0.02375046502694932,1.7952920306877345,1
5.9,0.24,0.3,2,28,92,3.39,0.69,10.9,novice,-0.5708960512960745,-0.5987761172845429,1
7.3,0.22,0.5,13.7,56,189,3.24,0.66,9,novice,0.10869996735880993,1.7786665574379288,1
7.3,0.22,0.49,9.4,29,134,2.99,0.32,11,novice,-0.5284213001301441,-0.05013550004088146,1
6.9,0.13,0.28,13.3,47,132,3.34,0.42,10.1,novice,0.15117471852474024,0.8310145821989308,1
6.5,0.28,0.34,3.6,29,121,3.28,0.48,12.1,novice,-0.27357279313456256,-0.9778369073801274,1
7.7,0.28,0.35,15.3,31,117,3.27,0.5,9.6,novice,0.4060232255203218,1.9116703434364113,0
7.1,0.29,0.28,9.3,50,141,3.13,0.49,10.3,novice,0.06622521619287963,0.28237396495526923,1
6.3,0.31,0.34,2.2,20,77,3.3,0.43,10.2,novice,-0.061199037304911295,-0.44914685803625487,0
6.6,0.21,0.34,5.6,30,140,3.22,0.38,11,novice,-0.018724286138980986,-0.35271911318736715,0
6.7,0.34,0.3,8.5,24,152,3.46,0.64,11,novice,0.5334474790181124,0.6980107962004484,1
6.6,0.2,0.27,10.9,29,130,3.11,0.44,10.5,novice,-0.35852229546642317,0.30232453285502126,1
5.1,0.165,0.22,5.7,42,146,3.18,0.55,9.9,novice,0.02375046502694932,-0.21639023253897524,1
6.8,0.18,0.28,9.8,29,113,3.11,0.45,10.9,novice,-0.31604754430049287,0.003066014358518897,1
5.4,0.46,0.15,2.1,29,130,3.39,0.77,13.4,novice,-0.8682193094575864,-1.5032018620740537,1
6,0.28,0.35,1.9,16,120,3.16,0.69,10.6,novice,-0.40099704663235347,-0.24964117903858662,0
6.6,0.56,0.16,3.1,28,92,3.12,0.35,9.1,novice,-0.061199037304911295,-0.016884553541270077,1
6.2,0.24,0.22,7.9,45,149,3.23,0.52,9.3,novice,0.27859897202253087,0.4652541707031318,0
6.4,0.35,0.35,5.6,9,148,3.17,0.5,9.8,novice,-0.5284213001301441,0.11944432710715872,0
6.9,0.43,0.28,9.4,29,183,3.17,0.43,9.4,novice,0.4060232255203218,0.6281838085512792,0
7.6,0.2,0.68,12.9,56,160,3.05,0.41,8.7,novice,-0.18862329080270193,1.4494821870917614,0
8,0.25,0.26,14,41,248,3.03,0.57,8.7,novice,-0.1461485396367719,1.5126589854410377,1
6.3,0.26,0.25,7.8,44,166,3.24,0.41,9,novice,0.49097272785218243,0.6813853229506427,0
5.7,0.28,0.28,2.2,15,65,3.06,0.52,11.2,novice,-1.1655425676190982,-1.2804205205266501,1
8.4,0.2,0.31,2.8,16,89,2.96,0.45,9.5,novice,0.32107372318846117,0.03631696085813027,1
6.8,0.21,0.74,1.2,25,111,3.13,0.41,10.7,novice,0.02375046502694932,-0.814907269532017,1
6.6,0.21,0.39,2.3,31,102,3.22,0.58,10.9,novice,-0.23109804196863223,-0.6120764958843654,1
6,0.33,0.2,1.8,49,159,3.41,0.53,11,novice,-0.6558455536279351,-0.7151544300331828,1
5.9,0.14,0.2,1.6,26,114,3.25,0.45,11.4,novice,-0.27357279313456256,-0.9977874752799164,1
8.1,0.5,0.47,1.1,23,126,3.21,0.42,10.9,novice,-0.40099704663235347,-0.08338644654049283,0
7.7,0.15,0.29,1.3,10,64,3.35,0.39,10.1,novice,-0.7407950559597954,-0.282892125538198,0
6.5,0.24,0.38,1,31,90,3.24,0.36,12.3,novice,-0.825744558291656,-1.5929794176230117,1
6.6,0.26,0.27,11.8,28,112,2.87,0.49,9.7,novice,0.06622521619287963,0.6680849443507834,1
6.6,0.35,0.35,6,31,150,3.1,0.47,9.4,novice,0.7033464836818336,0.43865341350345005,1
7.6,0.23,0.26,15.3,32,166,3.03,0.44,9.2,novice,0.8732454883455549,1.5126589854410377,0
6.8,0.26,0.32,7,38,118,3.25,0.52,10.8,novice,-0.23109804196863223,-0.05013550004088146,1
7.4,0.18,0.36,13.1,72,163,3.42,0.35,9.1,novice,0.4060232255203218,1.978172236435634,1
7.2,0.39,0.54,1.4,34,132,3.11,0.53,9,novice,4.695973093279279,0.14604508430684043,1
9.6,0.29,0.46,1.45,77.5,223,2.92,0.46,9.5,novice,-0.31604754430049287,0.11611923245717543,1
7.1,0.18,0.49,1.3,12,72,3.05,0.53,11.3,novice,-0.5708960512960745,-1.1075155987286265,1
6.9,0.25,0.33,1.2,35,158,3.02,0.58,11.3,novice,-0.4859465489642138,-1.0742646522290151,1
8,0.28,0.32,7.6,61,204,3.1,0.55,10.1,novice,-0.061199037304911295,0.45860398140323905,1
6.8,0.27,0.3,13,69,160,3.16,0.5,9.6,novice,0.02375046502694932,0.9972693146969877,1
7.3,0.26,0.33,11.8,48,127,3.1,0.55,10,novice,0.44849797668625213,0.9573681788974466,1
6.3,0.34,0.33,4.6,19,80,3.38,0.58,12,novice,-0.5284213001301441,-0.7816563230324055,1
7.5,0.22,0.33,6.7,45,138,3.2,0.68,11.4,novice,-0.4434717977982838,-0.05013550004088146,1
6.3,0.24,0.22,11.9,65,179,3.06,0.58,9.3,novice,0.15117471852474024,0.8443149607987531,1
6.9,0.19,0.33,1.6,63,149,3.44,0.52,10.8,novice,-0.1461485396367719,-0.5156487510354776,0
7.1,0.26,0.3,2,13,128,3.19,0.49,11.4,novice,-0.6558455536279351,-0.7816563230324055,0
6.5,0.28,0.26,8.8,44,139,3.32,0.37,10.2,novice,-0.27357279313456256,0.5151305904525858,1
5.3,0.16,0.39,1,40,101,3.57,0.59,10.6,novice,-0.7832698071257258,-0.8282076481318762,1
4.9,0.33,0.31,1.2,39,150,3.33,0.59,14,novice,-1.292966821116889,-2.3012245780648373,1
6.8,0.41,0.3,8.8,28,131,3.12,0.59,9.9,novice,-0.061199037304911295,0.4153777509537147,0
6.7,0.27,0.25,8,54,202,3.22,0.43,9.3,novice,0.27859897202253087,0.6813853229506427,0
7.6,0.33,0.35,6.3,12,126,3.16,0.39,12,novice,-0.4434717977982838,-0.5488996975351259,1
6.9,0.26,0.49,1.6,39,166,3.65,0.52,9.4,novice,0.49097272785218243,0.8143891089491251,0
5.3,0.4,0.25,3.9,45,130,3.31,0.58,11.75,novice,-0.6558455536279351,-1.1075155987286265,1
7.9,0.42,0.49,8.2,32,164,3.29,0.6,11.2,novice,0.4060232255203218,0.8143891089491251,1
7.2,0.25,0.28,14.4,55,205,3.12,0.38,9,novice,0.36354847435439147,1.5126589854410377,1
5.3,0.585,0.07,7.1,34,145,3.34,0.57,9.7,novice,-0.1036737884708416,0.14937017895682372,1
7.4,0.25,0.37,13.5,52,192,3,0.44,9.1,novice,0.5759222301840428,1.1468985739452757,0
7.7,0.39,0.28,4.9,36,109,3.19,0.58,12.2,novice,-0.4859465489642138,-0.7484053765327942,1
7.3,0.26,0.53,12.7,60.5,156,3.06,0.45,9.1,novice,0.02375046502694932,1.4461570924417781,1
7.3,0.23,0.41,14.6,73,223,3.16,0.71,9.4,novice,0.06622521619287963,1.5226342693909138,1
8.5,0.25,0.27,4.7,31,92,3.01,0.33,12,novice,-0.6558455536279351,-0.6154015905343487,1
7.6,0.31,0.23,12.7,20,139,3.16,0.5,9.7,novice,0.32107372318846117,1.4328567138419557,0
5.8,0.27,0.2,7.3,42,145,3.15,0.48,9.8,novice,-0.27357279313456256,0.12276942175710509,0
7,0.15,0.38,2.2,33,96,3.13,0.39,10.4,novice,0.02375046502694932,-0.4158959115366435,1
7.7,0.3,0.32,1.6,23,124,2.93,0.33,11,novice,-0.40099704663235347,-0.7151544300331828,1
6.6,0.44,0.32,3,13,75,3.1,0.63,12.8,novice,2.0625385209916023,-1.4998767674241074,1
5.3,0.6,0.34,1.4,3,60,3.27,0.38,13,novice,-0.6558455536279351,-1.832386232420258,1
9.2,0.23,0.3,1.1,40,99,2.94,0.3,10.4,novice,-0.6558455536279351,-0.3826449650370321,1
7.3,0.27,0.3,1.3,26,84,3.28,0.53,10.7,novice,-0.27357279313456256,-0.6087514012344191,1
7,0.16,0.36,2.6,28,98,3.11,0.37,11.2,novice,-0.7407950559597954,-0.9279604876307104,1
6.1,0.19,0.37,2.6,24,99,3.18,0.5,10.9,novice,-0.23109804196863223,-0.8381829320817523,1
6.9,0.41,0.33,10.1,28,152,3.2,0.52,9.4,novice,-0.1461485396367719,0.9141419484479592,0
9.4,0.17,0.55,1.6,14,94,3.02,0.61,10.3,novice,0.10869996735880993,0.28237396495526923,1
8.5,0.23,0.34,1.3,54,110,3.07,0.55,11,novice,-0.4859465489642138,-0.7617057551326535,1
6.6,0.13,0.3,4.9,47,131,3.51,0.45,10.3,novice,0.49097272785218243,0.1826211254564351,1
7.2,0.22,0.49,1,34,140,3.05,0.34,12.7,novice,-0.061199037304911295,-1.3469224135258728,1
6.7,0.24,0.3,3.85,105,179,3.04,0.59,11.3,novice,-0.18862329080270193,-0.7184795246831291,1
5.3,0.23,0.56,0.9,46,141,3.16,0.62,9.7,novice,-0.23109804196863223,-0.9512361501804457,0
6.4,0.16,0.44,1.2,39,122,3.11,0.75,11.3,novice,0.19364946969067026,-1.1540669238280972,1
6.7,0.54,0.28,5.4,21,105,3.27,0.37,9,novice,0.5759222301840428,0.28237396495526923,0
6.9,0.29,0.32,5.8,16,112,3.04,0.58,11.2,novice,-0.27357279313456256,-0.34939401853742075,0
7,0.33,0.32,1.2,38,138,3.13,0.28,11.2,novice,0.27859897202253087,-1.1474167345281676,1
6.1,0.25,0.48,15.8,25,94,3.07,0.45,9.2,novice,0.23612422085660056,1.2533016027440396,1
6.7,0.34,0.31,16.4,20,146,3.06,0.54,9.1,novice,0.19364946969067026,1.4262065245420261,0
6,0.28,0.27,2.3,23,147,3.23,0.67,10.3,novice,0.19364946969067026,-0.016884553541270077,1
7.6,0.18,0.49,18.05,36,158,3.06,0.41,9.2,novice,-0.018724286138980986,1.8451684504371886,0
7.5,0.23,0.29,2.6,24,98,3,0.54,10.9,novice,-0.6558455536279351,-0.7018540514333235,1
6.3,0.23,0.33,1.5,15,105,3.32,0.42,11.2,novice,-0.4434717977982838,-1.0144129485297222,1
8,0.23,0.35,9.2,53,186,3.09,0.56,9.5,novice,-0.1036737884708416,0.980643841447182,1
9.8,0.42,0.48,9.85,5,110,2.87,0.29,10,novice,-0.5284213001301441,0.5816324834518085,0
6.1,0.32,0.33,10.7,27,98,3.34,0.52,10.2,novice,-0.4434717977982838,0.3854518991040866,1
7.5,0.42,0.2,1.4,15,168,3.06,0.4,9.4,novice,0.5759222301840428,0.11611923245717543,1
8,0.2,0.44,1,24,111,3.09,0.32,11.2,novice,0.44849797668625213,-0.8215574588319466,1
6,0.21,0.3,8.7,47,127,3.18,0.39,10.6,novice,-0.4434717977982838,-0.12328758234003387,0
6.5,0.28,0.34,9.9,30,133,3.11,0.44,9.8,novice,-0.35852229546642317,0.4486286974533261,0
7.1,0.3,0.36,6.8,44.5,234,3.49,0.64,10.2,novice,0.36354847435439147,1.0471457344464048,1
7.8,0.28,0.49,1.3,27,142,3.09,0.59,10.2,novice,-0.018724286138980986,-0.1498883395397156,0
7.3,0.31,0.69,10.2,58,160,3.06,0.45,8.6,novice,-0.23109804196863223,1.2134004669444984,0
9.8,0.25,0.74,10,36,225,3.06,0.43,10,novice,0.4060232255203218,1.2134004669444984,0
8.3,0.2,0.49,1.7,38,167,3.05,0.37,10.1,novice,-0.35852229546642317,-0.05013550004088146,1
7,0.15,0.38,15.3,54,120,3.18,0.42,9.8,novice,-0.061199037304911295,1.1468985739452757,1
5.9,0.22,0.45,22.6,55,122,3.1,0.35,12.8,novice,3.124407300139859,0.7678377838496544,0
5.1,0.14,0.25,0.7,15,89,3.22,0.43,9.2,novice,-0.31604754430049287,-0.7151544300331828,1
6.5,0.37,0.3,2.2,39,107,3.22,0.53,13.5,novice,-0.5708960512960745,-1.6993824464217755,1
5.8,0.12,0.21,1.3,35,121,3.32,0.33,11.4,novice,0.4060232255203218,-1.080914841528945,1
7.4,0.24,0.31,8.4,52,183,3.09,0.32,8.8,novice,-0.061199037304911295,0.7478872159498654,0
5.1,0.23,0.18,1,13,99,3.22,0.39,11.5,novice,0.27859897202253087,-1.4932265781241776,0
5.9,0.22,0.29,4.2,69,144,3.13,0.74,10.8,novice,-0.40099704663235347,-0.6353521584341008,1
6.1,1.1,0.16,4.4,8,109,3.35,0.47,12.4,novice,-0.5708960512960745,-1.1540669238280972,0
6.3,0.21,0.31,1.2,30,117,3.49,0.68,11,novice,-0.1461485396367719,-0.8215574588319466,1
7,0.18,0.37,1.5,16,104,3.18,0.5,10.8,novice,-0.1461485396367719,-0.6287019691341711,0
7.6,0.31,0.29,10.5,21,145,3.04,0.35,9.4,novice,-0.27357279313456256,0.8476400554487364,0
7.3,0.22,0.26,1.5,32,172,3.27,0.48,11.2,novice,-0.27357279313456256,-0.7018540514333235,1
7.5,0.33,0.32,11.1,25,119,3.15,0.34,10.5,novice,-0.4434717977982838,0.714636269450254,1
7.6,0.32,0.34,18.35,44,197,3.22,0.55,9,novice,0.32107372318846117,2.244179808432525,0
6.7,0.31,0.32,14.5,6,79,3.14,0.34,12.5,novice,-0.35852229546642317,0.023016582258270957,0
6.8,0.52,0.32,13.2,54,221,3.27,0.5,9.6,novice,-0.1036737884708416,1.0471457344464048,1
5.6,0.2,0.66,10.2,78,175,2.98,0.43,10.4,novice,-0.1461485396367719,0.14937017895682372,1
8,0.43,0.4,12.4,29,190,3.07,0.64,9.2,novice,5.163195356104512,1.6789137179390947,0
8.2,0.27,0.43,1.6,31,128,3.1,0.5,12.3,novice,-0.4859465489642138,-0.814907269532017,1
5.2,0.25,0.23,1.4,20,77,3.32,0.62,11.4,novice,0.02375046502694932,-1.3435973188759265,0
7,0.35,0.3,6.5,27,87,3.4,0.42,11.4,novice,-0.7832698071257258,-0.1498883395397156,1
8.2,0.28,0.42,1.8,30,93,3.09,0.39,11.4,novice,-0.6558455536279351,-0.7816563230324055,0
7.1,0.2,0.37,1.5,28,129,3.15,0.52,10.8,novice,0.10869996735880993,-0.5954510226345597,0
8.3,0.19,0.49,1.2,11,137,3.06,0.46,11,novice,0.19364946969067026,-0.7484053765327942,1
7,0.16,0.25,14.3,27,149,2.91,0.46,9.2,novice,-0.1036737884708416,1.3131533064433327,1
5.6,0.18,0.31,1.5,16,84,3.34,0.58,10.1,novice,-0.35852229546642317,-0.5488996975351259,1
6.5,0.23,0.2,7.5,44,179,3.18,0.48,9.53333333333333,novice,0.15117471852474024,0.3289252900547399,0
5.6,0.49,0.13,4.5,17,116,3.42,0.9,13.7,novice,-0.31604754430049287,-1.1141657880285563,1
6.8,0.39,0.34,7.4,38,133,3.18,0.44,12,novice,-1.123067816453168,-0.6420023477340304,1
7,0.44,0.24,12.1,68,210,3.05,0.5,9.5,novice,0.4060232255203218,1.040495545146475,0
6.6,0.23,0.2,11.4,45,131,2.96,0.51,9.7,novice,-0.1036737884708416,0.6614347550508906,1
7.5,0.38,0.56,9.7,15,170,3.13,0.65,9.9,novice,0.36354847435439147,0.664759849700837,1
7.7,0.44,0.24,11.2,41,167,3.12,0.43,11.3,novice,-0.6558455536279351,0.24912301845565785,1
7.4,0.49,0.24,15.1,34,153,3.13,0.51,12,novice,-0.6983203047938653,0.4153777509537147,1
6.9,0.21,0.81,1.1,52,123,3.03,0.39,9.2,novice,3.846478069960674,-0.282892125538198,1
6.6,0.36,0.52,11.3,8,110,3.07,0.46,9.4,novice,-0.018724286138980986,0.8476400554487364,0
7.5,0.19,0.49,1.8,19,110,3.33,0.44,9.9,novice,0.36354847435439147,0.1826211254564351,0
6.4,0.29,0.2,15.6,20,142,3.1,0.54,10.6,novice,-0.27357279313456256,0.714636269450254,0
8.5,0.32,0.36,14.9,47,190,3.08,0.31,10,novice,-0.23109804196863223,1.3796551994425554,1
6.2,0.76,0.01,3.2,18,120,3.2,0.94,13.7,novice,-0.23109804196863223,-1.260469952626861,1
6,0.24,0.32,6.3,34,129,3.52,0.41,10.4,novice,-0.6983203047938653,0.1826211254564351,0
6,0.2,0.26,6.8,22,93,3.15,0.42,11,novice,0.10869996735880993,-0.4158959115366435,1
6.4,0.34,0.2,14.9,37,162,3.13,0.45,9,novice,0.5759222301840428,1.4129061459421668,0
6.8,0.26,0.44,8.2,52,183,3.2,0.51,9.4,novice,-0.018724286138980986,0.5949328620516309,0
6.9,0.19,0.49,6.6,49,172,3.2,0.27,11.5,novice,-0.4434717977982838,-0.282892125538198,1
6.4,0.22,0.38,9.1,35,127,2.97,0.3,11,novice,-0.1036737884708416,-0.26294155763840904,1
7,0.22,0.28,1.5,29,115,3.11,0.55,10.5,novice,-0.40099704663235347,-0.44914685803625487,1
6.3,0.41,0.18,3.5,23,109,3.34,0.54,12.8,novice,-0.825744558291656,-1.2870707098265797,1
